년도,라운드,구단,감독,상대,득점,실점,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2021,36,대구,이병근,수원,2,1,43.4,0.71,290,6,44,171,75,45,115,130,110,116,64,6,408,0.1078431373,0.318627451,0.2696078431
2021,36,수원,박건하,대구,1,2,56.6,0.78,434,6,82,298,54,25,163,246,167,163,104,6,556,0.1474820144,0.4424460432,0.3003597122
2021,37,제주,남기일,수원FC,1,0,46.9,0.68,295,7,69,172,54,31,91,173,101,115,79,4,433,0.1593533487,0.3995381062,0.233256351
2021,37,수원FC,김도균,제주,0,1,53.1,0.74,403,6,56,237,110,51,143,209,148,160,95,5,544,0.1029411765,0.3841911765,0.2720588235
2021,37,성남,김남일,광주,1,0,35.2,0.69,219,7,54,76,89,28,72,119,114,61,44,3,317,0.1703470032,0.3753943218,0.3596214511
2021,37,광주,김호영,성남,0,1,64.8,0.82,546,10,106,337,103,74,233,239,190,221,135,8,665,0.1593984962,0.3593984962,0.2857142857
2021,37,대구,이병근,전북,0,2,37.7,0.73,239,6,34,130,75,34,95,110,104,91,44,4,327,0.1039755352,0.3363914373,0.3180428135
2021,37,전북,김상식,대구,2,0,62.3,0.83,508,12,57,336,115,29,188,291,173,219,116,9,612,0.0931372549,0.4754901961,0.2826797386
2021,37,수원,박건하,울산,0,0,32.4,0.66,196,3,50,93,53,29,57,110,84,68,44,5,296,0.1689189189,0.3716216216,0.2837837838
2021,37,울산,홍명보,수원,0,0,67.6,0.82,512,6,105,315,92,50,205,257,157,239,116,2,624,0.1682692308,0.4118589744,0.2516025641
2021,37,인천,조성환,포항,0,0,47.1,0.67,263,9,38,131,94,29,92,142,109,108,46,7,392,0.09693877551,0.362244898,0.2780612245
2021,37,포항,김기동,인천,0,0,52.9,0.72,344,10,77,190,77,44,119,181,120,136,88,8,477,0.1614255765,0.3794549266,0.251572327
2021,37,서울,안익수,강원,0,0,75.6,0.89,867,3,184,575,108,55,387,425,300,340,227,4,974,0.1889117043,0.4363449692,0.3080082136
2021,37,강원,최용수,서울,0,0,24.4,0.68,200,2,22,86,92,17,77,106,70,83,47,1,294,0.07482993197,0.3605442177,0.2380952381
2021,38,포항,김기동,서울,1,2,38.2,0.69,266,4,52,125,89,28,86,152,105,88,73,3,385,0.1350649351,0.3948051948,0.2727272727
2021,38,서울,안익수,포항,2,1,61.8,0.83,538,7,118,273,147,34,228,276,199,197,142,3,648,0.1820987654,0.4259259259,0.3070987654
2021,38,강원,최용수,성남,2,1,41.8,0.75,323,8,73,181,69,39,111,173,121,113,89,5,430,0.1697674419,0.4023255814,0.2813953488
2021,38,성남,김남일,강원,1,2,58.2,0.81,458,7,75,268,115,52,178,228,182,170,106,7,565,0.1327433628,0.403539823,0.3221238938
2021,38,광주,김호영,인천,1,1,63.5,0.81,548,6,103,282,163,61,245,242,191,206,151,6,676,0.1523668639,0.3579881657,0.2825443787
2021,38,인천,조성환,광주,1,1,36.5,0.74,296,6,39,169,88,24,87,185,120,105,71,3,400,0.0975,0.4625,0.3
2021,38,전북,김상식,제주,2,0,42.2,0.75,304,8,56,170,78,31,108,165,122,110,72,5,405,0.1382716049,0.4074074074,0.3012345679
2021,38,제주,남기일,전북,0,2,57.8,0.8,454,5,96,284,74,57,153,244,143,190,121,7,567,0.1693121693,0.430335097,0.2522045855
2021,38,울산,홍명보,대구,2,0,62.2,0.84,518,11,122,286,110,31,176,311,196,206,116,7,616,0.1980519481,0.5048701299,0.3181818182
2021,38,대구,이병근,울산,0,2,37.8,0.72,257,5,38,156,63,42,95,120,117,81,59,2,356,0.106741573,0.3370786517,0.3286516854
2021,38,수원FC,김도균,수원,2,0,56.6,0.86,566,8,68,368,130,45,214,307,166,257,143,2,658,0.103343465,0.4665653495,0.2522796353
2021,38,수원,박건하,수원FC,0,2,43.4,0.81,409,6,82,220,107,40,127,242,153,162,94,7,504,0.1626984127,0.4801587302,0.3035714286
2022,1,전북,김상식,수원FC,1,0,55.8,0.83,430,4,83,239,108,37,135,258,169,155,106,3,518,0.1602316602,0.4980694981,0.3262548263
2022,1,수원FC,김도균,전북,0,1,44.2,0.76,331,5,68,180,83,28,99,204,135,116,80,2,435,0.1563218391,0.4689655172,0.3103448276
2022,1,대구,가마,서울,0,2,38.6,0.74,255,6,50,117,88,35,90,130,104,88,63,4,344,0.1453488372,0.3779069767,0.3023255814
2022,1,서울,안익수,대구,2,0,61.4,0.82,472,4,128,263,81,31,166,275,178,165,129,2,575,0.2226086957,0.4782608696,0.3095652174
2022,1,인천,조성환,수원,1,0,66,0.87,510,11,98,335,77,24,182,304,151,219,140,8,586,0.1672354949,0.5187713311,0.2576791809
2022,1,수원,박건하,인천,0,1,34,0.61,152,2,20,83,49,28,45,79,73,39,40,3,249,0.08032128514,0.3172690763,0.2931726908
2022,1,제주,남기일,포항,0,3,63.3,0.81,462,5,91,314,57,25,168,269,145,184,133,6,570,0.1596491228,0.4719298246,0.2543859649
2022,1,포항,김기동,제주,3,0,36.7,0.72,234,4,51,119,64,22,66,146,92,85,57,2,325,0.1569230769,0.4492307692,0.2830769231
2022,1,강원,최용수,성남,2,0,46.1,0.8,313,7,51,178,84,31,116,166,121,124,68,3,391,0.1304347826,0.4245524297,0.3094629156
2022,1,성남,김남일,강원,0,2,53.9,0.81,390,9,53,240,97,37,163,190,141,146,103,7,481,0.1101871102,0.395010395,0.2931392931
2022,1,울산,홍명보,김천,0,0,59.9,0.88,574,7,171,314,89,37,172,365,209,214,151,4,652,0.2622699387,0.5598159509,0.3205521472
2022,1,김천,김태완,울산,0,0,40.1,0.8,326,4,56,174,96,41,111,174,134,105,87,2,407,0.1375921376,0.4275184275,0.3292383292
2022,2,수원,박건하,수원FC,1,0,41.6,0.7,213,4,48,102,63,28,67,118,101,69,43,1,304,0.1578947368,0.3881578947,0.3322368421
2022,2,수원FC,김도균,수원,0,1,58.4,0.78,378,12,60,219,99,43,152,183,132,155,91,4,484,0.1239669421,0.3780991736,0.2727272727
2022,2,인천,조성환,서울,1,1,33,0.71,202,9,37,129,36,24,60,118,82,66,54,3,284,0.1302816901,0.4154929577,0.2887323944
2022,2,서울,안익수,인천,1,1,67,0.89,575,10,85,366,124,31,225,319,193,249,133,6,646,0.1315789474,0.4938080495,0.2987616099
2022,2,제주,남기일,강원,0,0,65,0.89,664,6,128,456,80,34,210,420,206,305,153,4,746,0.1715817694,0.563002681,0.2761394102
2022,2,강원,최용수,제주,0,0,35,0.77,313,0,40,171,102,25,131,157,114,116,83,0,406,0.09852216749,0.3866995074,0.2807881773
2022,2,성남,김남일,울산,0,2,36.1,0.77,242,4,30,131,81,24,89,129,89,89,64,2,314,0.09554140127,0.4108280255,0.2834394904
2022,2,울산,홍명보,성남,2,0,63.9,0.89,635,4,144,337,154,39,194,402,191,271,173,3,713,0.2019635344,0.5638148668,0.2678821879
2022,2,김천,김태완,포항,3,2,51.4,0.8,345,2,53,194,98,35,112,198,112,140,93,4,431,0.1229698376,0.4593967517,0.2598607889
2022,2,포항,김기동,김천,2,3,48.6,0.8,357,9,78,177,102,24,118,215,121,154,82,6,446,0.1748878924,0.4820627803,0.2713004484
2022,2,대구,가마,전북,1,1,40.8,0.7,218,8,47,111,60,25,73,120,101,64,53,4,311,0.1511254019,0.38585209,0.3247588424
2022,2,전북,김상식,대구,1,1,59.2,0.83,416,3,53,280,83,25,145,246,132,189,95,1,501,0.1057884232,0.4910179641,0.2634730539
2022,3,울산,홍명보,수원FC,2,1,69.1,0.91,654,4,177,414,63,35,201,418,189,304,161,4,718,0.2465181058,0.5821727019,0.2632311978
2022,3,수원FC,김도균,울산,1,2,30.9,0.74,207,4,20,124,63,18,84,105,68,83,56,3,279,0.07168458781,0.376344086,0.2437275986
2022,3,수원,박건하,제주,0,1,46,0.81,340,7,56,202,82,36,140,164,129,123,88,3,419,0.1336515513,0.3914081146,0.307875895
2022,3,제주,남기일,수원,1,0,54,0.84,422,7,105,268,49,22,126,274,145,164,113,3,502,0.2091633466,0.5458167331,0.2888446215
2022,3,성남,김남일,서울,0,0,23.5,0.65,145,1,17,51,77,16,52,77,52,50,43,1,223,0.07623318386,0.3452914798,0.2331838565
2022,3,서울,안익수,성남,0,0,76.5,0.92,879,9,167,599,113,24,313,542,292,358,229,1,955,0.1748691099,0.567539267,0.3057591623
2022,3,강원,최용수,인천,0,1,49.8,0.74,353,6,56,216,81,31,158,164,133,126,94,4,477,0.1174004193,0.3438155136,0.2788259958
2022,3,인천,조성환,강원,1,0,50.2,0.78,372,6,87,199,86,44,109,219,145,129,98,6,476,0.1827731092,0.4600840336,0.3046218487
2022,3,전북,김상식,포항,0,1,61.5,0.86,480,7,61,273,146,36,218,226,160,196,124,6,558,0.1093189964,0.4050179211,0.2867383513
2022,3,포항,김기동,전북,1,0,38.5,0.77,257,11,49,140,68,30,79,148,104,83,70,7,333,0.1471471471,0.4444444444,0.3123123123
2022,3,대구,가마,김천,1,0,36.2,0.75,230,6,58,111,61,27,82,121,105,73,52,3,306,0.1895424837,0.3954248366,0.3431372549
2022,3,김천,김태완,대구,0,1,63.8,0.87,520,6,103,302,115,34,185,301,190,204,126,5,597,0.1725293132,0.5041876047,0.3182579564
2022,4,성남,김남일,수원,2,2,50.3,0.85,393,2,55,221,117,40,143,210,128,146,119,1,462,0.119047619,0.4545454545,0.2770562771
2022,4,수원,박건하,성남,2,2,49.7,0.8,346,5,42,214,90,18,162,166,111,146,89,4,432,0.09722222222,0.3842592593,0.2569444444
2022,4,강원,최용수,대구,2,0,43,0.73,282,6,53,162,67,25,83,174,118,107,57,3,386,0.1373056995,0.4507772021,0.3056994819
2022,4,대구,가마,강원,0,2,57,0.8,449,8,74,288,87,53,154,242,166,184,99,8,561,0.1319073084,0.431372549,0.2959001783
2022,4,인천,조성환,포항,0,1,57.2,0.79,429,2,75,256,98,31,140,258,153,158,118,1,543,0.138121547,0.4751381215,0.2817679558
2022,4,포항,김기동,인천,1,0,42.8,0.77,302,5,69,149,84,24,90,188,121,111,70,4,392,0.1760204082,0.4795918367,0.3086734694
2022,4,김천,김태완,서울,2,0,41.6,0.85,411,6,79,211,121,29,122,260,126,174,111,4,483,0.1635610766,0.5383022774,0.2608695652
2022,4,서울,안익수,김천,0,2,58.4,0.88,594,8,95,339,160,23,241,330,224,230,140,7,675,0.1407407407,0.4888888889,0.3318518519
2022,4,전북,김상식,울산,0,1,44.9,0.8,377,7,93,162,122,38,139,200,148,145,84,2,471,0.1974522293,0.4246284501,0.3142250531
2022,4,울산,홍명보,전북,1,0,55.1,0.85,466,7,78,252,136,37,140,289,154,191,121,3,548,0.1423357664,0.5273722628,0.2810218978
2022,4,제주,남기일,수원FC,0,0,53.9,0.85,475,4,118,289,68,29,148,298,143,202,130,5,558,0.2114695341,0.5340501792,0.2562724014
2022,4,수원FC,김도균,제주,0,0,46.1,0.83,349,2,30,196,123,30,127,192,122,140,87,3,420,0.07142857143,0.4571428571,0.2904761905
2022,5,울산,홍명보,서울,2,1,59.6,0.89,591,5,75,368,148,45,256,290,158,283,150,4,664,0.1129518072,0.436746988,0.2379518072
2022,5,서울,안익수,울산,1,2,40.4,0.87,396,5,71,164,161,23,185,188,130,169,97,2,455,0.156043956,0.4131868132,0.2857142857
2022,5,대구,가마,성남,3,1,49.7,0.86,362,10,68,210,84,29,157,176,119,158,85,6,420,0.1619047619,0.419047619,0.2833333333
2022,5,성남,김남일,대구,1,3,50.3,0.82,367,6,66,211,90,28,131,208,127,135,105,5,447,0.1476510067,0.4653243848,0.2841163311
2022,5,제주,남기일,전북,2,0,37.1,0.74,242,4,53,136,53,35,87,120,86,81,75,2,327,0.1620795107,0.3669724771,0.2629969419
2022,5,전북,김상식,제주,0,2,62.9,0.88,582,4,100,353,129,31,201,350,189,247,146,5,661,0.1512859304,0.5295007564,0.2859304085
2022,5,수원,박건하,포항,1,1,46.1,0.81,314,3,50,194,70,36,126,152,103,129,82,2,387,0.1291989664,0.3927648579,0.2661498708
2022,5,포항,김기동,수원,1,1,53.9,0.87,444,4,58,279,107,29,142,273,127,215,102,5,510,0.1137254902,0.5352941176,0.2490196078
2022,5,인천,조성환,김천,1,0,27.6,0.72,194,6,51,82,61,18,60,116,72,64,58,4,269,0.1895910781,0.4312267658,0.2676579926
2022,5,김천,김태완,인천,0,1,72.4,0.9,725,10,161,425,139,51,274,400,246,318,161,3,805,0.2,0.4968944099,0.3055900621
2022,5,강원,최용수,수원FC,0,2,52.4,0.81,369,8,71,220,78,37,149,183,136,152,81,9,455,0.156043956,0.4021978022,0.2989010989
2022,5,수원FC,김도균,강원,2,0,47.6,0.81,329,3,39,203,87,24,118,187,98,141,90,3,406,0.0960591133,0.460591133,0.2413793103
2022,6,수원,박건하,강원,2,2,65.8,0.86,520,5,72,356,92,64,216,240,166,217,137,7,604,0.119205298,0.3973509934,0.2748344371
2022,6,강원,최용수,수원,2,2,34.2,0.74,236,7,72,126,38,21,73,142,83,84,69,3,318,0.2264150943,0.4465408805,0.2610062893
2022,6,서울,김진규,제주,1,2,67.1,0.87,639,4,89,331,219,39,313,287,186,277,176,3,734,0.121253406,0.3910081744,0.2534059946
2022,6,제주,남기일,서울,2,1,32.9,0.72,241,9,30,136,75,28,74,139,89,80,72,6,334,0.08982035928,0.4161676647,0.2664670659
2022,6,전북,김상식,김천,1,1,58.5,0.86,499,11,112,281,106,48,206,245,182,205,112,7,580,0.1931034483,0.4224137931,0.3137931034
2022,6,김천,김태완,전북,1,1,41.5,0.8,323,2,48,171,104,32,99,192,115,140,68,2,403,0.1191066998,0.476426799,0.2853598015
2022,6,수원FC,김도균,대구,4,3,54,0.82,426,7,48,267,111,22,130,274,166,158,102,3,519,0.09248554913,0.527938343,0.3198458574
2022,6,대구,가마,수원FC,3,4,46,0.78,319,7,66,192,61,35,123,161,129,108,82,3,408,0.1617647059,0.3946078431,0.3161764706
2022,6,울산,홍명보,포항,2,0,51.5,0.87,431,3,43,239,149,27,150,254,152,148,131,3,495,0.08686868687,0.5131313131,0.3070707071
2022,6,포항,김기동,울산,0,2,48.5,0.87,408,1,66,249,93,36,147,225,124,185,99,3,468,0.141025641,0.4807692308,0.264957265
2022,6,성남,김남일,인천,0,1,58.8,0.85,496,4,63,287,146,35,215,246,152,214,130,5,583,0.1080617496,0.4219554031,0.2607204117
2022,6,인천,조성환,성남,1,0,41.2,0.83,359,3,63,216,80,18,122,219,136,152,71,3,432,0.1458333333,0.5069444444,0.3148148148
2022,7,제주,남기일,대구,0,0,66.4,0.87,586,5,103,404,79,34,186,366,187,245,154,1,673,0.1530460624,0.543833581,0.2778603269
2022,7,대구,가마,제주,0,0,33.6,0.7,198,4,48,101,49,18,68,112,86,65,47,3,282,0.170212766,0.3971631206,0.304964539
2022,7,인천,조성환,울산,1,1,35.4,0.76,303,8,68,161,74,9,66,228,119,112,72,5,398,0.1708542714,0.5728643216,0.2989949749
2022,7,울산,홍명보,인천,1,1,64.6,0.86,581,8,57,363,161,41,262,278,193,238,150,5,675,0.08444444444,0.4118518519,0.2859259259
2022,7,김천,김태완,수원,1,1,56.5,0.9,526,8,98,322,106,41,220,265,161,224,141,5,584,0.1678082192,0.4537671233,0.2756849315
2022,7,수원,박건하,김천,1,1,43.5,0.84,381,6,49,200,132,25,140,216,140,147,94,5,453,0.1081677704,0.4768211921,0.3090507726
2022,7,강원,최용수,전북,1,2,45.8,0.82,338,10,98,174,66,28,121,189,126,133,79,6,412,0.2378640777,0.4587378641,0.3058252427
2022,7,전북,김상식,강원,2,1,54.2,0.84,418,7,55,237,126,47,145,226,141,172,105,5,497,0.1106639839,0.4547283702,0.2837022133
2022,7,수원FC,김도균,성남,3,4,52.9,0.84,433,6,59,227,147,31,173,229,167,165,101,5,515,0.1145631068,0.4446601942,0.3242718447
2022,7,성남,김남일,수원FC,4,3,47.1,0.83,334,10,59,190,85,29,115,190,135,104,95,6,402,0.1467661692,0.4726368159,0.3358208955
2022,7,포항,김기동,서울,1,1,32.8,0.74,214,5,52,124,38,27,63,124,78,86,50,6,289,0.1799307958,0.4290657439,0.2698961938
2022,7,서울,안익수,포항,1,1,67.2,0.87,625,4,94,347,184,41,233,351,196,267,162,3,718,0.1309192201,0.4888579387,0.2729805014
2022,8,수원,박건하,전북,0,1,35.7,0.76,219,4,21,124,74,17,81,121,77,88,54,2,288,0.07291666667,0.4201388889,0.2673611111
2022,8,전북,김상식,수원,1,0,64.3,0.9,572,7,107,356,109,61,212,299,192,216,164,4,635,0.168503937,0.4708661417,0.3023622047
2022,8,대구,가마,인천,1,2,52.9,0.84,429,7,93,257,79,49,186,194,141,194,94,6,510,0.1823529412,0.3803921569,0.2764705882
2022,8,인천,조성환,대구,2,1,47.1,0.81,382,1,30,254,98,13,105,264,144,141,97,3,471,0.06369426752,0.5605095541,0.3057324841
2022,8,제주,남기일,울산,1,2,49.5,0.9,476,11,198,221,57,34,137,305,155,201,120,7,528,0.375,0.5776515152,0.2935606061
2022,8,울산,홍명보,제주,2,1,50.5,0.89,439,2,47,199,193,21,171,247,138,184,117,0,493,0.0953346856,0.5010141988,0.2799188641
2022,8,성남,김남일,김천,0,3,52.8,0.86,421,8,95,233,93,41,155,225,156,153,112,7,489,0.1942740286,0.4601226994,0.3190184049
2022,8,김천,김태완,성남,3,0,47.2,0.86,385,5,56,193,136,38,167,180,140,137,108,2,447,0.1252796421,0.4026845638,0.3131991051
2022,8,서울,안익수,강원,2,2,70.4,0.89,637,7,164,327,146,33,241,363,225,249,163,7,715,0.2293706294,0.5076923077,0.3146853147
2022,8,강원,최용수,서울,2,2,29.6,0.73,179,5,31,101,47,22,53,104,81,56,42,2,245,0.1265306122,0.4244897959,0.3306122449
2022,8,포항,김기동,수원FC,2,0,53.3,0.83,450,5,97,246,107,41,149,260,151,172,127,3,542,0.1789667897,0.479704797,0.278597786
2022,8,수원FC,김도균,포항,0,2,46.7,0.8,364,2,57,206,101,36,137,191,138,132,94,3,455,0.1252747253,0.4197802198,0.3032967033
2022,9,성남,김남일,전북,0,4,55.4,0.91,509,9,93,295,121,46,187,276,181,186,142,5,559,0.1663685152,0.4937388193,0.3237924866
2022,9,전북,김상식,성남,4,0,44.6,0.89,402,6,56,247,99,32,160,210,134,170,98,3,451,0.1241685144,0.465631929,0.2971175166
2022,9,울산,홍명보,대구,3,1,67.2,0.88,520,3,107,300,113,52,156,312,188,214,118,3,590,0.1813559322,0.5288135593,0.3186440678
2022,9,대구,가마,울산,1,3,32.8,0.71,177,3,45,89,43,27,57,93,80,55,42,2,249,0.1807228916,0.3734939759,0.3212851406
2022,9,강원,최용수,포항,1,1,39.9,0.76,243,6,57,139,47,20,89,134,102,75,66,4,319,0.1786833856,0.4200626959,0.3197492163
2022,9,포항,김기동,강원,1,1,60.1,0.85,456,5,61,262,133,49,158,249,160,189,107,5,536,0.1138059701,0.4645522388,0.2985074627
2022,9,수원FC,김도균,김천,3,2,40.8,0.85,341,7,59,183,99,26,104,211,139,120,82,2,401,0.1471321696,0.5261845387,0.3466334165
2022,9,김천,김태완,수원FC,2,3,59.2,0.87,474,6,64,293,117,50,192,232,164,202,108,4,544,0.1176470588,0.4264705882,0.3014705882
2022,9,인천,조성환,제주,2,2,42.1,0.81,351,2,60,182,109,18,89,244,125,148,78,2,433,0.1385681293,0.5635103926,0.2886836028
2022,9,제주,남기일,인천,2,2,57.9,0.84,497,9,166,273,58,29,162,306,157,219,121,12,591,0.2808798646,0.5177664975,0.2656514382
2022,9,서울,안익수,수원,2,0,65.4,0.91,597,7,113,347,137,25,216,356,184,260,153,4,656,0.1722560976,0.5426829268,0.2804878049
2022,9,수원,박건하,서울,0,2,34.6,0.79,242,2,36,106,100,21,104,117,83,104,55,0,306,0.1176470588,0.3823529412,0.2712418301
2022,10,전북,김상식,서울,1,1,41,0.83,316,5,45,151,120,28,128,160,112,132,72,4,380,0.1184210526,0.4210526316,0.2947368421
2022,10,서울,안익수,전북,1,1,59,0.88,537,6,73,277,187,23,230,284,183,219,135,5,610,0.1196721311,0.4655737705,0.3
2022,10,성남,김남일,제주,1,2,50.7,0.84,389,5,69,206,114,31,149,209,149,152,88,2,463,0.1490280778,0.4514038877,0.3218142549
2022,10,제주,남기일,성남,2,1,49.3,0.82,395,11,66,232,97,20,127,248,134,180,81,1,481,0.1372141372,0.5155925156,0.2785862786
2022,10,수원,이병근,울산,1,0,42.6,0.89,332,7,66,158,108,25,139,168,124,143,65,4,373,0.1769436997,0.4504021448,0.3324396783
2022,10,울산,홍명보,수원,0,1,57.4,0.91,477,1,68,278,131,35,193,249,141,213,123,3,524,0.1297709924,0.4751908397,0.2690839695
2022,10,포항,김기동,대구,1,1,54.5,0.83,362,6,64,199,99,37,123,202,123,145,94,4,436,0.1467889908,0.4633027523,0.2821100917
2022,10,대구,가마,포항,1,1,45.5,0.75,246,7,44,132,70,23,100,123,98,87,61,5,328,0.1341463415,0.375,0.2987804878
2022,10,수원FC,김도균,인천,2,2,46.8,0.78,306,10,57,184,65,37,107,162,114,115,77,2,392,0.1454081633,0.4132653061,0.2908163265
2022,10,인천,조성환,수원FC,2,2,53.2,0.8,355,8,53,210,92,35,111,209,140,120,95,4,443,0.1196388262,0.4717832957,0.316027088
2022,10,김천,김태완,강원,1,0,60.7,0.87,510,6,104,291,115,48,200,262,174,214,122,2,586,0.1774744027,0.4470989761,0.2969283276
2022,10,강원,최용수,김천,0,1,39.3,0.78,287,4,53,181,53,27,106,154,121,104,62,1,367,0.1444141689,0.4196185286,0.3297002725
2022,11,대구,가마,수원,3,0,33.7,0.69,162,5,33,84,45,12,56,94,68,63,31,2,234,0.141025641,0.4017094017,0.2905982906
2022,11,수원,이병근,대구,0,3,66.3,0.83,458,5,73,321,64,39,158,261,155,183,120,5,551,0.1324863884,0.4736842105,0.2813067151
2022,11,강원,최용수,울산,1,3,40.9,0.74,290,5,57,171,62,22,125,143,102,108,80,1,391,0.1457800512,0.3657289003,0.2608695652
2022,11,울산,홍명보,강원,3,1,59.1,0.88,559,7,111,307,141,40,186,333,217,197,145,4,635,0.1748031496,0.5244094488,0.3417322835
2022,11,서울,안익수,수원FC,3,1,76.6,0.9,657,7,233,293,131,46,234,377,225,244,188,10,730,0.3191780822,0.5164383562,0.3082191781
2022,11,수원FC,김도균,서울,1,3,23.4,0.61,128,4,15,78,35,19,38,71,67,34,27,0,209,0.07177033493,0.3397129187,0.3205741627
2022,11,인천,조성환,전북,0,1,41.7,0.79,325,7,65,186,74,29,95,201,125,116,84,4,411,0.1581508516,0.4890510949,0.304136253
2022,11,전북,김상식,인천,1,0,58.3,0.88,489,11,80,283,126,34,197,258,161,218,110,6,555,0.1441441441,0.4648648649,0.2900900901
2022,11,제주,남기일,김천,3,1,46.8,0.84,358,7,96,172,90,24,115,219,120,150,88,3,426,0.2253521127,0.514084507,0.2816901408
2022,11,김천,김태완,제주,1,3,53.2,0.85,454,13,85,263,106,34,174,246,157,193,104,7,534,0.15917603,0.4606741573,0.2940074906
2022,11,포항,김기동,성남,1,0,56.6,0.88,422,10,60,238,124,31,223,168,141,188,93,5,479,0.1252609603,0.3507306889,0.2943632568
2022,11,성남,김남일,포항,0,1,43.4,0.79,280,5,28,169,83,25,117,138,101,105,74,2,354,0.0790960452,0.3898305085,0.2853107345
2022,12,김천,김태완,대구,1,1,50.1,0.87,387,9,90,214,83,33,132,222,143,165,79,5,444,0.2027027027,0.5,0.3220720721
2022,12,대구,가마,김천,1,1,49.9,0.82,354,5,76,191,87,46,128,180,154,124,76,7,431,0.1763341067,0.4176334107,0.3573085847
2022,12,울산,홍명보,인천,2,2,72.6,0.89,684,11,167,388,129,58,232,394,226,287,171,8,768,0.2174479167,0.5130208333,0.2942708333
2022,12,인천,조성환,울산,2,2,27.4,0.71,193,4,24,86,83,14,60,119,78,57,58,1,271,0.08856088561,0.4391143911,0.2878228782
2022,12,수원,이병근,성남,1,0,52.3,0.77,281,7,27,158,96,38,122,121,98,124,59,6,364,0.07417582418,0.3324175824,0.2692307692
2022,12,성남,김남일,수원,0,1,47.7,0.73,251,6,48,151,52,25,105,121,93,100,58,4,343,0.139941691,0.3527696793,0.2711370262
2022,12,수원FC,김도균,제주,1,3,43.6,0.78,273,7,72,130,71,30,84,159,123,88,62,3,350,0.2057142857,0.4542857143,0.3514285714
2022,12,제주,남기일,수원FC,3,1,56.4,0.8,343,13,93,183,67,42,97,204,110,145,88,11,428,0.2172897196,0.476635514,0.2570093458
2022,12,전북,김상식,강원,1,1,63.7,0.9,562,6,77,371,114,39,257,266,198,243,121,5,624,0.1233974359,0.4262820513,0.3173076923
2022,12,강원,최용수,전북,1,1,36.3,0.75,227,2,70,123,34,18,79,130,83,77,67,1,302,0.2317880795,0.4304635762,0.2748344371
2022,12,서울,안익수,포항,1,0,67.7,0.88,616,12,134,333,149,41,254,321,188,256,172,9,700,0.1914285714,0.4585714286,0.2685714286
2022,12,포항,김기동,서울,0,1,32.3,0.7,219,2,48,82,89,22,80,117,83,83,53,1,312,0.1538461538,0.375,0.266025641
2022,13,수원,이병근,김천,2,1,40.7,0.8,273,8,46,133,94,31,102,140,94,122,57,1,341,0.1348973607,0.4105571848,0.275659824
2022,13,김천,김태완,수원,1,2,59.3,0.87,484,9,87,290,107,26,212,246,158,209,117,7,556,0.1564748201,0.4424460432,0.2841726619
2022,13,인천,조성환,대구,2,2,60.2,0.79,447,4,81,273,93,30,141,276,163,174,110,3,565,0.1433628319,0.4884955752,0.2884955752
2022,13,대구,가마,인천,2,2,39.8,0.66,200,6,75,78,47,30,62,108,105,48,47,4,303,0.2475247525,0.3564356436,0.3465346535
2022,13,울산,홍명보,제주,1,0,67.2,0.91,613,15,143,334,136,49,212,352,221,238,154,7,673,0.2124814264,0.5230312036,0.3283803863
2022,13,제주,남기일,울산,0,1,32.8,0.79,252,5,37,152,63,30,82,140,87,103,62,5,318,0.1163522013,0.4402515723,0.2735849057
2022,13,포항,김기동,전북,0,1,59,0.88,458,10,95,249,114,44,187,227,156,202,100,7,520,0.1826923077,0.4365384615,0.3
2022,13,전북,김상식,포항,1,0,41,0.74,261,6,50,107,104,27,94,140,103,99,59,4,352,0.1420454545,0.3977272727,0.2926136364
2022,13,성남,김남일,수원FC,2,2,42.5,0.71,207,2,37,98,72,22,75,110,73,75,59,1,291,0.1271477663,0.3780068729,0.2508591065
2022,13,수원FC,김도균,성남,2,2,57.5,0.82,386,10,57,241,88,39,166,181,146,152,88,8,470,0.1212765957,0.385106383,0.3106382979
2022,13,강원,최용수,서울,1,0,33,0.7,225,5,46,120,59,32,60,133,84,74,67,2,321,0.1433021807,0.4143302181,0.261682243
2022,13,서울,안익수,강원,0,1,67,0.87,686,5,73,428,185,45,328,313,235,306,145,5,788,0.09263959391,0.3972081218,0.2982233503
2022,14,서울,안익수,성남,0,1,74.6,0.91,682,14,228,362,92,48,286,348,227,300,155,17,749,0.3044058745,0.4646194927,0.303070761
2022,14,성남,김남일,서울,1,0,25.4,0.55,94,2,19,30,45,8,22,64,44,26,24,1,170,0.1117647059,0.3764705882,0.2588235294
2022,14,포항,김기동,인천,2,0,46,0.82,317,8,63,187,67,42,111,164,128,109,80,6,386,0.1632124352,0.4248704663,0.3316062176
2022,14,인천,조성환,포항,0,2,54,0.84,409,5,64,258,87,38,113,258,152,152,105,8,486,0.1316872428,0.5308641975,0.3127572016
2022,14,김천,김태완,울산,0,2,55.3,0.89,559,9,128,308,123,32,209,318,192,237,130,5,628,0.2038216561,0.5063694268,0.3057324841
2022,14,울산,홍명보,김천,2,0,44.7,0.82,402,6,61,227,114,40,139,223,147,131,124,4,490,0.1244897959,0.4551020408,0.3
