년도,라운드,구단,감독,상대,득점,실점,점유율,패스성공률(%),패스 성공,키패스,공격진영 패스,중앙지역 패스,수비진영 패스,롱패스,중거리패스,단거리패스,전방패스,횡패스,후방패스,크로스,패스,공격진영 패스 비율,단거리패스 비율,전방패스 비율
2021,26,광주,김호영,대구,2,1,43.5,0.69,240,2,29,146,65,23,97,120,89,86,65,1,347,0.08357348703,0.3458213256,0.2564841499
2021,26,인천,조성환,강원,0,1,39.8,0.79,324,6,54,192,78,31,114,179,126,126,72,6,410,0.1317073171,0.4365853659,0.3073170732
2021,26,강원,김병수,인천,1,0,60.2,0.84,558,9,144,310,104,39,226,293,174,258,126,4,664,0.2168674699,0.4412650602,0.2620481928
2021,26,성남,김남일,전북,0,0,43.6,0.81,332,3,36,197,99,33,163,136,115,138,79,4,409,0.0880195599,0.3325183374,0.2811735941
2021,26,전북,김상식,성남,0,0,56.4,0.85,531,5,96,300,135,37,231,263,164,247,120,3,624,0.1538461538,0.421474359,0.2628205128
2021,26,수원FC,김도균,제주,1,0,48.4,0.8,395,6,64,239,92,39,117,239,126,178,91,4,493,0.1298174442,0.4847870183,0.2555780933
2021,26,제주,남기일,수원FC,0,1,51.6,0.8,399,4,92,218,89,43,114,242,116,178,105,3,498,0.1847389558,0.4859437751,0.2329317269
2021,26,서울,박진섭,포항,2,2,54.5,0.82,427,5,102,231,94,33,160,234,140,179,108,3,520,0.1961538462,0.45,0.2692307692
2021,26,포항,김기동,서울,2,2,45.5,0.79,306,3,23,176,107,47,132,127,92,130,84,3,387,0.05943152455,0.3281653747,0.2377260982
2021,26,울산,홍명보,수원,3,1,60.2,0.84,475,5,92,302,81,48,198,229,162,215,98,5,565,0.1628318584,0.4053097345,0.2867256637
2021,26,수원,박건하,울산,1,3,39.8,0.78,318,6,53,171,94,25,107,186,118,126,74,2,407,0.1302211302,0.457002457,0.2899262899
2021,27,광주,김호영,성남,2,0,46.3,0.75,258,8,60,114,84,43,91,124,98,99,61,4,344,0.1744186047,0.3604651163,0.2848837209
2021,27,성남,김남일,광주,0,2,53.7,0.78,361,9,68,200,93,39,167,155,131,147,83,5,462,0.1471861472,0.3354978355,0.2835497835
2021,27,강원,김병수,제주,2,2,55.7,0.81,404,9,67,228,109,32,170,202,140,165,99,6,498,0.1345381526,0.40562249,0.281124498
2021,27,제주,남기일,강원,2,2,44.3,0.75,291,9,76,159,56,31,101,159,113,117,61,6,388,0.1958762887,0.4097938144,0.2912371134
2021,27,전북,김상식,포항,2,0,43.8,0.81,348,4,52,190,106,30,131,187,127,142,79,4,429,0.1212121212,0.4358974359,0.296037296
2021,27,포항,김기동,전북,0,2,56.2,0.81,403,5,95,223,85,43,158,202,136,191,76,5,497,0.1911468813,0.4064386318,0.2736418511
2021,27,서울,박진섭,울산,1,2,49.6,0.82,390,14,103,216,71,47,136,207,144,149,97,8,475,0.2168421053,0.4357894737,0.3031578947
2021,27,울산,홍명보,서울,2,1,50.4,0.84,423,7,62,208,153,49,163,211,135,184,104,5,503,0.1232604374,0.4194831014,0.268389662
2021,27,인천,조성환,대구,2,0,42.6,0.8,357,6,65,188,104,40,92,225,134,129,94,4,446,0.1457399103,0.5044843049,0.3004484305
2021,27,대구,이병근,인천,0,2,57.4,0.84,510,13,86,321,103,54,181,275,208,202,100,5,607,0.1416803954,0.4530477759,0.3426688633
2021,27,수원,박건하,수원FC,0,3,41.8,0.82,399,5,66,238,95,29,117,253,134,157,108,2,486,0.1358024691,0.5205761317,0.2757201646
2021,27,수원FC,김도균,수원,3,0,58.2,0.85,536,6,96,356,84,53,193,290,178,237,121,4,630,0.1523809524,0.4603174603,0.2825396825
2021,28,강원,김병수,광주,2,1,56.7,0.73,360,4,93,202,65,35,117,208,152,125,83,3,493,0.1886409736,0.4219066937,0.30831643
2021,28,광주,김호영,강원,1,2,43.3,0.68,245,5,41,131,73,34,102,109,108,77,60,1,360,0.1138888889,0.3027777778,0.3
2021,28,포항,김기동,수원,0,0,50.5,0.81,381,7,68,197,116,48,151,182,127,164,90,6,470,0.1446808511,0.3872340426,0.270212766
2021,28,수원,박건하,포항,0,0,49.5,0.83,409,8,63,259,87,40,137,232,138,168,103,9,492,0.1280487805,0.4715447154,0.2804878049
2021,28,전북,김상식,수원FC,2,2,64.7,0.83,516,15,107,344,65,58,199,259,197,216,103,15,621,0.1723027375,0.4170692432,0.3172302738
2021,28,수원FC,김도균,전북,2,2,35.3,0.73,257,7,22,156,79,27,79,151,94,102,61,1,352,0.0625,0.4289772727,0.2670454545
2021,28,대구,이병근,성남,3,1,38.7,0.76,279,9,38,154,87,36,102,141,119,105,55,2,367,0.1035422343,0.3841961853,0.3242506812
2021,28,성남,김남일,대구,1,3,61.3,0.81,463,7,72,290,101,35,204,224,155,192,116,3,571,0.1260945709,0.3922942207,0.2714535902
2021,28,울산,홍명보,인천,3,2,66.2,0.86,484,9,118,285,81,46,179,259,166,213,105,3,562,0.2099644128,0.4608540925,0.2953736655
2021,28,인천,조성환,울산,2,3,33.8,0.76,221,7,39,109,73,25,72,124,89,81,51,2,290,0.1344827586,0.4275862069,0.3068965517
2021,28,제주,남기일,서울,1,0,38,0.68,265,3,63,147,55,25,85,155,107,91,67,2,389,0.1619537275,0.3984575835,0.2750642674
2021,28,서울,박진섭,제주,0,1,62,0.79,502,5,80,264,158,68,230,204,160,221,121,5,635,0.125984252,0.3212598425,0.2519685039
2021,29,울산,홍명보,전북,0,0,54.4,0.82,380,9,71,223,86,31,148,201,122,169,89,4,463,0.1533477322,0.43412527,0.2634989201
2021,29,전북,김상식,울산,0,0,45.6,0.81,352,4,66,151,135,30,113,209,152,128,72,3,434,0.1520737327,0.4815668203,0.3502304147
2021,29,인천,조성환,제주,1,2,51.1,0.76,351,4,58,190,103,33,109,209,145,128,78,3,461,0.125813449,0.453362256,0.3145336226
2021,29,제주,남기일,인천,2,1,48.9,0.69,271,7,85,145,41,25,90,156,110,85,76,5,392,0.2168367347,0.3979591837,0.2806122449
2021,29,수원,박건하,광주,2,2,52.2,0.82,412,8,52,260,100,37,158,217,135,187,90,4,502,0.1035856574,0.4322709163,0.2689243028
2021,29,광주,김호영,수원,2,2,47.8,0.8,336,10,62,175,99,26,161,149,112,147,77,4,420,0.1476190476,0.3547619048,0.2666666667
2021,29,포항,김기동,대구,1,2,58.9,0.79,398,9,82,220,96,40,129,229,137,171,90,9,503,0.1630218688,0.4552683897,0.2723658052
2021,29,대구,이병근,포항,2,1,41.1,0.74,253,11,38,137,78,39,90,124,108,90,55,7,341,0.1114369501,0.3636363636,0.3167155425
2021,29,성남,김남일,서울,1,1,38.3,0.75,304,6,27,162,115,25,139,140,95,127,82,0,405,0.06666666667,0.3456790123,0.2345679012
2021,29,서울,안익수,성남,1,1,61.7,0.86,558,6,74,342,142,45,242,271,196,220,142,6,648,0.1141975309,0.4182098765,0.3024691358
2021,29,수원FC,김도균,강원,1,0,42.3,0.78,351,12,77,184,90,39,123,189,129,144,78,4,450,0.1711111111,0.42,0.2866666667
2021,29,강원,김병수,수원FC,0,1,57.7,0.84,525,5,89,325,111,38,196,291,153,250,122,2,625,0.1424,0.4656,0.2448
